order_id,customer_id,product_id,quantity,order_date,total_usd,status
O00997,C0214,P012,1,2024-12-18,194.97,delivered
O00998,C0015,P008,2,2024-09-09,544.1,cancelled
O00999,C0035,P039,2,2024-10-24,42.0,delivered
O01000,C0224,P017,2,2024-08-31,35.56,cancelled
O01001,C0419,P008,1,2025-01-10,272.05,delivered
O01002,C0433,P017,1,2024-01-30,17.78,delivered
O01003,C0237,P009,1,2024-01-28,132.79,delivered
O01004,C0215,P023,1,2024-05-29,141.2,delivered
O01005,C0480,P005,1,2025-01-27,405.8,delivered
O01006,C0392,P007,2,2024-03-26,968.76,delivered
O01007,C0447,P021,3,2024-12-16,169.86,shipped
O01008,C0139,P024,1,2024-10-23,113.81,delivered
O01009,C0074,P001,1,2024-05-24,197.58,delivered
O01010,C0249,P027,1,2024-03-24,94.62,delivered
O01011,C0080,P033,1,2024-04-06,43.46,shipped
O01012,C0287,P034,3,2024-12-30,119.85,delivered
O01013,C0388,P008,1,2024-02-09,272.05,delivered
O01014,C0068,P002,1,2024-06-08,275.9,delivered
O01015,C0072,P029,3,2024-11-01,139.23,delivered
O01016,C0497,P022,1,2024-06-04,137.26,delivered
O01017,C0418,P008,1,2025-03-14,272.05,delivered
O01018,C0353,P015,1,2024-04-17,43.03,delivered
O01019,C0041,P028,2,2025-02-05,131.06,delivered
O01020,C0010,P031,2,2024-01-22,90.04,delivered
O01021,C0017,P033,2,2024-08-28,86.92,delivered
O01022,C0130,P003,1,2024-12-07,426.93,delivered
O01023,C0050,P008,4,2024-04-15,1088.2,delivered
O01024,C0103,P012,2,2024-01-15,389.94,delivered
O01025,C0434,P018,4,2024-06-27,154.2,delivered
O01026,C0438,P033,2,2024-11-09,86.92,delivered
O01027,C0292,P005,1,2024-10-23,405.8,shipped
O01028,C0271,P014,2,2024-05-24,21.36,delivered
O01029,C0387,P035,1,2025-01-06,34.4,delivered
O01030,C0110,P033,3,2024-08-31,130.38,delivered
O01031,C0302,P012,1,2024-02-24,194.97,delivered
O01032,C0182,P025,1,2024-09-20,149.94,delivered
O01033,C0058,P021,1,2024-02-26,56.62,delivered
O01034,C0254,P024,2,2024-10-12,227.62,delivered
O01035,C0043,P021,1,2024-07-16,56.62,delivered
O01036,C0308,P020,2,2025-03-06,37.72,delivered
O01037,C0284,P027,1,2025-03-13,94.62,delivered
O01038,C0439,P005,3,2025-02-14,1217.4,delivered
O01039,C0348,P024,1,2024-12-11,113.81,delivered
O01040,C0054,P026,1,2024-12-03,138.02,delivered
O01041,C0062,P010,1,2024-12-21,175.18,delivered
O01042,C0053,P011,1,2024-04-11,462.28,delivered
O01043,C0305,P026,1,2025-03-05,138.02,delivered
O01044,C0256,P018,2,2025-01-27,77.1,delivered
O01045,C0140,P026,1,2024-12-07,138.02,delivered
O01046,C0208,P032,1,2024-03-16,28.13,shipped
O01047,C0056,P008,1,2024-09-11,272.05,delivered
O01048,C0483,P009,1,2025-01-12,132.79,delivered
O01049,C0035,P032,2,2024-04-01,56.26,delivered
O01050,C0348,P021,1,2024-11-14,56.62,delivered
O01051,C0390,P005,2,2024-09-23,811.6,shipped
O01052,C0406,P030,1,2024-12-04,26.23,delivered
O01053,C0259,P017,1,2025-02-18,17.78,shipped
O01054,C0280,P002,4,2024-01-17,1103.6,cancelled
O01055,C0451,P008,1,2024-06-10,272.05,shipped
O01056,C0227,P030,1,2024-03-31,26.23,delivered
O01057,C0441,P020,3,2024-03-25,56.58,delivered
O01058,C0069,P020,2,2024-09-06,37.72,shipped
O01059,C0292,P032,2,2024-12-16,56.26,delivered
O01060,C0241,P031,2,2024-03-21,90.04,delivered
O01061,C0201,P017,1,2024-07-12,17.78,delivered
O01062,C0181,P019,1,2024-01-15,37.06,delivered
O01063,C0066,P024,1,2025-01-14,113.81,delivered
O01064,C0392,P022,1,2024-08-07,137.26,delivered
O01065,C0183,P027,1,2024-12-04,94.62,delivered
O01066,C0121,P020,2,2024-12-18,37.72,delivered
O01067,C0157,P008,1,2024-01-11,272.05,delivered
O01068,C0020,P030,2,2024-08-04,52.46,delivered
O01069,C0462,P027,1,2024-12-22,94.62,delivered
O01070,C0012,P021,1,2024-07-18,56.62,delivered
O01071,C0051,P032,1,2024-12-11,28.13,delivered
O01072,C0255,P033,3,2024-12-07,130.38,delivered
O01073,C0315,P020,1,2024-08-11,18.86,delivered
O01074,C0326,P005,3,2024-10-01,1217.4,delivered
O01075,C0136,P004,1,2024-10-20,430.91,delivered
O01076,C0116,P006,2,2024-10-23,85.9,delivered
O01077,C0173,P018,1,2025-02-14,38.55,delivered
O01078,C0219,P014,1,2024-02-09,10.68,delivered
O01079,C0155,P033,3,2024-08-09,130.38,delivered
O01080,C0161,P013,1,2024-05-08,45.68,delivered
O01081,C0233,P036,1,2024-01-10,27.37,delivered
O01082,C0265,P012,2,2024-04-19,389.94,delivered
O01083,C0422,P030,1,2024-11-22,26.23,delivered
O01084,C0315,P028,4,2025-01-07,262.12,delivered
O01085,C0268,P013,1,2024-03-16,45.68,delivered
O01086,C0383,P020,3,2024-07-29,56.58,delivered
O01087,C0426,P005,2,2025-03-09,811.6,delivered
O01088,C0422,P019,2,2024-05-11,74.12,delivered
O01089,C0121,P026,1,2024-03-17,138.02,delivered
O01090,C0126,P020,1,2024-10-13,18.86,cancelled
O01091,C0217,P003,1,2024-05-19,426.93,delivered
O01092,C0133,P018,2,2024-03-31,77.1,delivered
O01093,C0022,P032,2,2024-01-29,56.26,shipped
O01094,C0043,P021,2,2025-03-19,113.24,delivered
O01095,C0490,P027,3,2024-12-09,283.86,delivered
O01096,C0047,P026,4,2025-01-05,552.08,shipped
O01097,C0121,P008,2,2024-09-13,544.1,pending
O01098,C0268,P038,4,2024-09-25,52.04,delivered
O01099,C0453,P006,1,2024-03-03,42.95,shipped
O01100,C0161,P022,3,2025-01-12,411.78,delivered
O01101,C0384,P016,4,2024-04-21,40.24,delivered
O01102,C0090,P014,4,2024-08-13,42.72,delivered
O01103,C0442,P038,1,2024-09-30,13.01,delivered
O01104,C0486,P008,1,2024-08-04,272.05,delivered
O01105,C0127,P018,3,2024-03-15,115.65,delivered
O01106,C0367,P024,3,2024-01-11,341.43,delivered
O01107,C0464,P039,1,2025-01-13,21.0,delivered
O01108,C0482,P004,2,2025-02-07,861.82,delivered
O01109,C0130,P036,1,2024-11-23,27.37,pending
O01110,C0186,P008,1,2024-05-01,272.05,shipped
O01111,C0199,P001,4,2024-07-20,790.32,pending
O01112,C0470,P017,1,2025-02-25,17.78,shipped
O01113,C0153,P014,3,2024-03-23,32.04,pending
O01114,C0324,P021,3,2025-01-27,169.86,delivered
O01115,C0405,P003,1,2024-02-11,426.93,shipped
O01116,C0482,P032,1,2024-07-30,28.13,pending
O01117,C0171,P028,3,2025-02-23,196.59,delivered
O01118,C0083,P017,1,2024-06-29,17.78,delivered
O01119,C0374,P036,2,2024-08-20,54.74,delivered
O01120,C0391,P004,2,2024-04-04,861.82,delivered
O01121,C0406,P009,1,2024-04-12,132.79,delivered
O01122,C0161,P037,1,2024-03-21,32.26,delivered
O01123,C0366,P009,3,2024-12-17,398.37,delivered
O01124,C0481,P021,1,2025-03-23,56.62,delivered
O01125,C0134,P012,2,2025-02-27,389.94,delivered
O01126,C0145,P013,1,2024-07-07,45.68,delivered
O01127,C0449,P025,4,2024-10-19,599.76,delivered
O01128,C0486,P002,4,2024-11-27,1103.6,delivered
O01129,C0118,P006,5,2024-04-11,214.75,delivered
O01130,C0437,P011,1,2024-11-12,462.28,delivered
O01131,C0134,P010,1,2024-07-07,175.18,delivered
O01132,C0291,P008,1,2024-09-26,272.05,delivered
O01133,C0472,P030,3,2024-09-10,78.69,delivered
O01134,C0366,P014,1,2025-03-17,10.68,shipped
O01135,C0137,P019,2,2024-07-14,74.12,delivered
O01136,C0439,P014,2,2025-02-25,21.36,delivered
O01137,C0347,P013,1,2024-07-28,45.68,shipped
O01138,C0015,P019,5,2024-04-30,185.3,delivered
O01139,C0465,P016,1,2024-12-16,10.06,delivered
O01140,C0044,P001,1,2025-03-22,197.58,delivered
O01141,C0355,P026,2,2024-12-31,276.04,delivered
O01142,C0217,P039,1,2024-02-18,21.0,delivered
O01143,C0027,P022,4,2024-08-29,549.04,pending
O01144,C0311,P039,2,2025-02-18,42.0,delivered
O01145,C0130,P033,2,2024-06-03,86.92,cancelled
O01146,C0344,P024,1,2024-10-13,113.81,delivered
O01147,C0092,P017,1,2024-09-09,17.78,pending
O01148,C0450,P030,1,2024-06-11,26.23,delivered
O01149,C0222,P010,1,2024-06-09,175.18,delivered
O01150,C0066,P032,3,2025-03-03,84.39,delivered
O01151,C0185,P028,1,2025-03-24,65.53,delivered
O01152,C0425,P017,1,2024-08-11,17.78,shipped
O01153,C0162,P032,2,2024-03-18,56.26,delivered
O01154,C0473,P029,1,2024-03-17,46.41,delivered
O01155,C0094,P003,1,2024-03-24,426.93,delivered
O01156,C0224,P008,5,2024-09-10,1360.25,delivered
O01157,C0183,P036,1,2024-09-09,27.37,delivered
O01158,C0369,P010,1,2024-02-17,175.18,delivered
O01159,C0146,P012,3,2025-01-18,584.91,delivered
O01160,C0140,P037,3,2024-10-26,96.78,delivered
O01161,C0498,P001,1,2024-10-19,197.58,delivered
O01162,C0472,P005,1,2024-09-12,405.8,delivered
O01163,C0455,P022,1,2024-12-14,137.26,cancelled
O01164,C0063,P026,1,2024-02-24,138.02,shipped
O01165,C0079,P002,1,2025-03-01,275.9,delivered
O01166,C0246,P030,2,2024-05-17,52.46,delivered
O01167,C0003,P022,4,2024-12-01,549.04,delivered
O01168,C0232,P021,4,2025-01-10,226.48,pending
O01169,C0409,P037,1,2025-03-17,32.26,delivered
O01170,C0330,P019,1,2024-01-29,37.06,delivered
O01171,C0281,P039,1,2024-07-23,21.0,delivered
O01172,C0123,P026,1,2025-03-12,138.02,delivered
O01173,C0199,P026,1,2025-01-20,138.02,pending
O01174,C0079,P008,1,2025-02-14,272.05,delivered
O01175,C0413,P020,4,2024-11-04,75.44,delivered
O01176,C0341,P007,3,2024-09-19,1453.14,delivered
O01177,C0229,P025,1,2024-10-15,149.94,delivered
O01178,C0047,P028,3,2024-11-10,196.59,delivered
O01179,C0323,P028,1,2024-09-19,65.53,delivered
O01180,C0238,P015,2,2024-12-31,86.06,delivered
O01181,C0254,P034,2,2024-09-25,79.9,delivered
O01182,C0240,P028,1,2025-02-14,65.53,delivered
O01183,C0077,P009,2,2024-06-02,265.58,shipped
O01184,C0268,P028,1,2024-01-25,65.53,delivered
O01185,C0470,P003,1,2024-09-18,426.93,delivered
O01186,C0049,P030,2,2024-10-18,52.46,shipped
O01187,C0182,P017,2,2025-01-28,35.56,delivered
O01188,C0059,P030,1,2024-04-03,26.23,shipped
O01189,C0024,P006,1,2024-12-26,42.95,delivered
O01190,C0301,P030,2,2024-08-18,52.46,delivered
O01191,C0136,P022,4,2025-03-22,549.04,shipped
O01192,C0109,P012,1,2024-11-05,194.97,delivered
O01193,C0345,P007,1,2024-01-10,484.38,delivered
O01194,C0060,P001,1,2024-09-01,197.58,delivered
O01195,C0208,P039,2,2024-06-04,42.0,delivered
O01196,C0499,P024,2,2024-12-19,227.62,delivered
O01197,C0412,P020,1,2024-03-10,18.86,delivered
O01198,C0058,P002,2,2024-04-06,551.8,shipped
O01199,C0108,P031,2,2024-11-28,90.04,delivered
O01200,C0432,P035,1,2024-06-03,34.4,shipped
O01201,C0076,P031,1,2024-02-29,45.02,delivered
O01202,C0079,P029,4,2024-08-29,185.64,delivered
O01203,C0231,P038,1,2024-05-30,13.01,delivered
O01204,C0427,P026,1,2024-01-05,138.02,delivered
O01205,C0434,P028,5,2025-03-10,327.65,delivered
O01206,C0297,P039,2,2024-05-28,42.0,delivered
O01207,C0205,P032,1,2025-01-06,28.13,delivered
O01208,C0348,P032,1,2024-02-01,28.13,delivered
O01209,C0217,P037,1,2024-02-02,32.26,delivered
O01210,C0332,P027,3,2024-02-29,283.86,delivered
O01211,C0481,P023,1,2024-08-11,141.2,delivered
O01212,C0148,P013,1,2024-08-12,45.68,delivered
O01213,C0113,P038,4,2024-06-22,52.04,pending
O01214,C0437,P030,1,2024-05-30,26.23,delivered
O01215,C0200,P027,3,2024-12-10,283.86,delivered
O01216,C0185,P031,2,2025-03-08,90.04,delivered
O01217,C0107,P019,2,2024-02-14,74.12,delivered
O01218,C0067,P012,1,2024-11-06,194.97,delivered
O01219,C0407,P027,4,2024-09-09,378.48,delivered
O01220,C0108,P036,1,2024-01-10,27.37,delivered
O01221,C0134,P023,2,2024-03-30,282.4,shipped
O01222,C0458,P033,1,2024-02-02,43.46,delivered
O01223,C0059,P015,1,2024-04-24,43.03,delivered
O01224,C0175,P023,2,2025-01-29,282.4,shipped
O01225,C0137,P010,3,2025-03-23,525.54,delivered
O01226,C0343,P007,2,2024-08-12,968.76,shipped
O01227,C0493,P008,5,2025-02-04,1360.25,delivered
O01228,C0401,P007,3,2024-01-22,1453.14,delivered
O01229,C0086,P008,3,2024-07-04,816.15,delivered
O01230,C0150,P029,2,2024-09-12,92.82,delivered
O01231,C0051,P010,2,2024-06-20,350.36,shipped
O01232,C0063,P013,1,2024-07-31,45.68,shipped
O01233,C0004,P016,3,2024-08-30,30.18,delivered
O01234,C0259,P011,1,2024-07-09,462.28,delivered
O01235,C0213,P024,2,2024-05-05,227.62,delivered
O01236,C0386,P034,1,2024-04-26,39.95,delivered
O01237,C0220,P027,4,2024-08-22,378.48,pending
O01238,C0265,P024,4,2024-08-14,455.24,delivered
O01239,C0006,P034,4,2024-02-13,159.8,delivered
O01240,C0206,P011,1,2024-07-20,462.28,shipped
O01241,C0339,P010,4,2024-01-30,700.72,cancelled
O01242,C0366,P034,5,2024-08-02,199.75,delivered
O01243,C0349,P036,3,2025-01-04,82.11,delivered
O01244,C0466,P023,1,2024-05-23,141.2,pending
O01245,C0313,P010,2,2024-08-16,350.36,delivered
O01246,C0455,P035,2,2024-11-12,68.8,delivered
O01247,C0358,P023,3,2025-02-04,423.6,delivered
O01248,C0398,P013,3,2024-02-13,137.04,delivered
O01249,C0172,P025,2,2025-01-13,299.88,shipped
O01250,C0267,P035,1,2024-02-17,34.4,delivered
O01251,C0160,P034,1,2024-11-21,39.95,delivered
O01252,C0015,P035,2,2024-05-03,68.8,shipped
O01253,C0156,P028,5,2024-02-26,327.65,delivered
O01254,C0431,P024,1,2024-09-16,113.81,delivered
O01255,C0025,P008,1,2024-10-20,272.05,delivered
O01256,C0233,P022,5,2025-02-16,686.3,delivered
O01257,C0298,P037,2,2024-11-17,64.52,delivered
O01258,C0433,P039,1,2024-06-02,21.0,delivered
O01259,C0402,P037,2,2024-12-31,64.52,delivered
O01260,C0378,P016,1,2024-09-21,10.06,delivered
O01261,C0422,P024,1,2024-03-16,113.81,delivered
O01262,C0425,P027,1,2024-02-01,94.62,delivered
O01263,C0067,P031,1,2024-02-09,45.02,delivered
O01264,C0270,P026,2,2024-09-22,276.04,shipped
O01265,C0447,P017,2,2024-11-21,35.56,delivered
O01266,C0226,P032,2,2024-08-01,56.26,shipped
O01267,C0074,P033,1,2024-12-30,43.46,delivered
O01268,C0496,P033,3,2024-03-01,130.38,delivered
O01269,C0234,P031,1,2024-03-21,45.02,pending
O01270,C0190,P008,2,2024-07-28,544.1,delivered
O01271,C0190,P037,1,2024-09-24,32.26,delivered
O01272,C0191,P020,5,2024-06-04,94.3,delivered
O01273,C0015,P010,1,2024-10-28,175.18,delivered
O01274,C0480,P020,3,2024-04-20,56.58,delivered
O01275,C0379,P032,1,2024-10-07,28.13,delivered
O01276,C0446,P003,1,2024-10-20,426.93,delivered
O01277,C0232,P022,2,2024-08-31,274.52,shipped
O01278,C0427,P039,1,2024-03-11,21.0,delivered
O01279,C0236,P029,2,2024-03-17,92.82,shipped
O01280,C0167,P006,2,2024-12-06,85.9,delivered
O01281,C0199,P015,4,2024-06-22,172.12,delivered
O01282,C0491,P029,2,2024-11-26,92.82,delivered
O01283,C0085,P002,2,2025-02-11,551.8,shipped
O01284,C0159,P036,2,2024-11-25,54.74,delivered
O01285,C0099,P035,2,2024-01-28,68.8,pending
O01286,C0268,P013,2,2024-09-14,91.36,shipped
O01287,C0062,P035,1,2024-01-10,34.4,delivered
O01288,C0106,P016,3,2025-03-05,30.18,shipped
O01289,C0228,P006,3,2024-11-06,128.85,delivered
O01290,C0302,P003,1,2024-01-12,426.93,delivered
O01291,C0093,P027,1,2024-09-27,94.62,delivered
O01292,C0132,P006,1,2024-02-20,42.95,delivered
O01293,C0147,P010,1,2025-01-28,175.18,delivered
O01294,C0158,P027,2,2024-01-31,189.24,delivered
O01295,C0167,P012,1,2024-01-30,194.97,delivered
O01296,C0051,P021,1,2024-06-14,56.62,delivered
O01297,C0483,P008,1,2024-05-02,272.05,shipped
O01298,C0301,P016,1,2025-01-20,10.06,delivered
O01299,C0487,P008,1,2024-06-11,272.05,delivered
O01300,C0209,P005,1,2024-07-27,405.8,delivered
O01301,C0468,P002,1,2024-10-27,275.9,delivered
O01302,C0127,P036,2,2024-03-05,54.74,delivered
O01303,C0209,P029,1,2024-11-21,46.41,delivered
O01304,C0401,P010,1,2024-03-27,175.18,shipped
O01305,C0276,P028,4,2024-10-11,262.12,delivered
O01306,C0001,P030,4,2024-11-13,104.92,delivered
O01307,C0498,P011,1,2024-09-03,462.28,delivered
O01308,C0129,P025,5,2025-03-07,749.7,delivered
O01309,C0300,P033,1,2024-03-23,43.46,delivered
O01310,C0289,P005,1,2024-07-21,405.8,delivered
O01311,C0426,P009,2,2024-05-23,265.58,shipped
O01312,C0108,P033,4,2024-06-11,173.84,shipped
O01313,C0485,P022,2,2025-01-20,274.52,delivered
O01314,C0140,P016,2,2024-06-13,20.12,delivered
O01315,C0236,P039,1,2024-12-20,21.0,delivered
O01316,C0473,P001,2,2024-01-03,395.16,pending
O01317,C0345,P012,1,2024-12-22,194.97,delivered
O01318,C0391,P026,1,2025-02-07,138.02,shipped
O01319,C0334,P005,1,2025-03-02,405.8,shipped
O01320,C0228,P008,1,2025-02-20,272.05,delivered
O01321,C0308,P023,1,2025-03-05,141.2,shipped
O01322,C0357,P001,1,2024-07-08,197.58,pending
O01323,C0228,P001,1,2024-01-11,197.58,shipped
O01324,C0349,P023,1,2025-02-21,141.2,delivered
O01325,C0156,P015,1,2024-09-09,43.03,pending
O01326,C0019,P018,1,2024-12-26,38.55,delivered
O01327,C0108,P001,1,2025-02-24,197.58,delivered
O01328,C0057,P018,2,2024-09-09,77.1,delivered
O01329,C0100,P037,2,2024-11-04,64.52,delivered
O01330,C0034,P038,1,2024-02-03,13.01,delivered
O01331,C0478,P037,3,2024-09-24,96.78,delivered
O01332,C0141,P013,3,2024-01-12,137.04,cancelled
O01333,C0355,P035,2,2024-12-14,68.8,delivered
O01334,C0233,P001,4,2024-11-24,790.32,delivered
O01335,C0333,P004,3,2024-06-14,1292.73,delivered
O01336,C0209,P018,1,2024-09-22,38.55,delivered
O01337,C0186,P034,2,2025-01-04,79.9,delivered
O01338,C0143,P027,1,2024-06-10,94.62,delivered
O01339,C0100,P022,1,2024-10-19,137.26,shipped
O01340,C0378,P015,5,2024-08-04,215.15,pending
O01341,C0470,P016,1,2024-06-17,10.06,delivered
O01342,C0321,P007,1,2024-08-09,484.38,shipped
O01343,C0304,P022,3,2024-05-06,411.78,delivered
O01344,C0123,P022,3,2025-02-24,411.78,delivered
O01345,C0407,P016,4,2025-02-01,40.24,delivered
O01346,C0225,P007,2,2024-10-23,968.76,delivered
O01347,C0499,P004,4,2024-07-12,1723.64,delivered
O01348,C0435,P005,2,2024-02-01,811.6,pending
O01349,C0227,P004,1,2024-11-16,430.91,delivered
O01350,C0053,P004,2,2024-05-30,861.82,shipped
O01351,C0206,P007,2,2024-07-29,968.76,delivered
O01352,C0307,P001,1,2024-08-25,197.58,shipped
O01353,C0451,P007,1,2024-12-11,484.38,shipped
O01354,C0233,P034,1,2024-04-08,39.95,delivered
O01355,C0007,P039,2,2024-10-30,42.0,shipped
O01356,C0100,P037,1,2024-09-17,32.26,delivered
O01357,C0216,P031,2,2024-08-15,90.04,delivered
O01358,C0071,P003,1,2024-06-08,426.93,delivered
O01359,C0263,P023,1,2024-10-04,141.2,shipped
O01360,C0076,P031,1,2024-06-24,45.02,delivered
O01361,C0497,P001,1,2024-12-02,197.58,delivered
O01362,C0030,P016,1,2025-03-03,10.06,delivered
O01363,C0028,P028,1,2024-04-12,65.53,delivered
O01364,C0104,P005,1,2024-12-07,405.8,delivered
O01365,C0355,P030,2,2024-06-18,52.46,shipped
O01366,C0290,P022,2,2024-08-02,274.52,delivered
O01367,C0054,P030,3,2024-01-22,78.69,delivered
O01368,C0472,P001,2,2024-12-20,395.16,delivered
O01369,C0320,P014,1,2025-01-11,10.68,shipped
O01370,C0418,P022,3,2024-07-11,411.78,delivered
O01371,C0095,P001,1,2024-02-07,197.58,delivered
O01372,C0285,P008,1,2024-08-13,272.05,delivered
O01373,C0300,P024,1,2024-01-16,113.81,delivered
O01374,C0146,P012,1,2024-05-14,194.97,delivered
O01375,C0174,P036,1,2024-04-10,27.37,delivered
O01376,C0432,P017,4,2024-01-11,71.12,shipped
O01377,C0071,P025,2,2024-02-26,299.88,delivered
O01378,C0108,P020,1,2024-07-08,18.86,shipped
O01379,C0339,P011,4,2025-02-13,1849.12,cancelled
O01380,C0452,P028,3,2024-02-03,196.59,delivered
O01381,C0452,P009,2,2024-04-08,265.58,delivered
O01382,C0356,P024,1,2024-08-07,113.81,cancelled
O01383,C0126,P003,2,2024-10-27,853.86,delivered
O01384,C0275,P019,2,2024-06-16,74.12,delivered
O01385,C0323,P018,3,2025-03-11,115.65,delivered
O01386,C0300,P032,1,2024-02-11,28.13,shipped
O01387,C0405,P005,1,2024-07-17,405.8,shipped
O01388,C0331,P033,1,2024-09-22,43.46,delivered
O01389,C0165,P024,1,2024-09-04,113.81,delivered
O01390,C0254,P031,1,2024-07-24,45.02,delivered
O01391,C0405,P038,2,2024-04-16,26.02,delivered
O01392,C0104,P029,3,2024-07-21,139.23,delivered
O01393,C0218,P025,2,2025-03-07,299.88,delivered
O01394,C0282,P006,1,2024-02-13,42.95,delivered
O01395,C0266,P023,1,2024-01-22,141.2,delivered
O01396,C0319,P022,1,2024-08-27,137.26,delivered
O01397,C0189,P032,1,2024-07-14,28.13,delivered
O01398,C0227,P015,1,2024-02-08,43.03,delivered
O01399,C0043,P019,3,2024-09-19,111.18,delivered
O01400,C0041,P018,4,2024-02-20,154.2,delivered
O01401,C0185,P003,1,2024-06-19,426.93,delivered
O01402,C0169,P017,1,2025-02-21,17.78,shipped
O01403,C0433,P018,1,2024-11-05,38.55,cancelled
O01404,C0438,P035,4,2024-01-05,137.6,shipped
O01405,C0145,P023,2,2024-07-25,282.4,pending
O01406,C0421,P038,2,2024-01-07,26.02,delivered
O01407,C0263,P010,3,2024-04-26,525.54,delivered
O01408,C0384,P014,1,2024-09-21,10.68,delivered
O01409,C0283,P030,2,2024-08-24,52.46,delivered
O01410,C0044,P021,3,2024-08-07,169.86,shipped
O01411,C0358,P027,1,2024-08-18,94.62,shipped
O01412,C0016,P024,1,2025-03-23,113.81,delivered
O01413,C0483,P001,1,2024-12-03,197.58,shipped
O01414,C0174,P015,1,2024-12-17,43.03,shipped
O01415,C0391,P035,1,2024-10-27,34.4,delivered
O01416,C0403,P003,4,2024-03-19,1707.72,cancelled
O01417,C0170,P037,2,2024-11-04,64.52,pending
O01418,C0294,P026,5,2024-04-14,690.1,pending
O01419,C0033,P035,1,2024-08-31,34.4,delivered
O01420,C0292,P029,2,2024-06-04,92.82,delivered
O01421,C0054,P036,1,2025-02-27,27.37,delivered
O01422,C0251,P002,1,2024-02-05,275.9,pending
O01423,C0198,P019,1,2024-05-29,37.06,delivered
O01424,C0036,P030,1,2024-09-22,26.23,delivered
O01425,C0168,P027,1,2024-02-26,94.62,delivered
O01426,C0215,P031,2,2024-07-18,90.04,pending
O01427,C0444,P014,1,2024-04-15,10.68,delivered
O01428,C0419,P031,1,2024-10-21,45.02,pending
O01429,C0301,P013,1,2024-12-16,45.68,delivered
O01430,C0104,P001,5,2024-08-16,987.9,delivered
O01431,C0205,P039,3,2024-09-26,63.0,delivered
O01432,C0292,P032,1,2024-10-21,28.13,delivered
O01433,C0047,P019,2,2024-08-21,74.12,delivered
O01434,C0432,P020,1,2025-02-25,18.86,shipped
O01435,C0090,P027,1,2024-11-12,94.62,delivered
O01436,C0235,P025,4,2024-04-03,599.76,delivered
O01437,C0049,P026,2,2024-01-23,276.04,delivered
O01438,C0446,P011,1,2024-11-17,462.28,delivered
O01439,C0342,P005,2,2025-01-04,811.6,pending
O01440,C0466,P032,1,2025-01-25,28.13,delivered
O01441,C0189,P005,2,2024-09-15,811.6,shipped
O01442,C0167,P027,1,2024-05-09,94.62,delivered
O01443,C0023,P030,1,2024-11-23,26.23,delivered
O01444,C0384,P030,1,2025-01-16,26.23,delivered
O01445,C0100,P026,1,2024-05-08,138.02,delivered
O01446,C0470,P009,1,2025-01-18,132.79,delivered
O01447,C0237,P005,1,2024-12-02,405.8,delivered
O01448,C0487,P029,1,2025-02-24,46.41,delivered
O01449,C0083,P011,3,2024-11-06,1386.84,delivered
O01450,C0151,P008,1,2024-07-19,272.05,delivered
O01451,C0344,P001,2,2024-03-19,395.16,delivered
O01452,C0092,P014,2,2024-12-11,21.36,delivered
O01453,C0227,P004,3,2025-02-19,1292.73,delivered
O01454,C0340,P007,1,2024-06-06,484.38,delivered
O01455,C0307,P001,1,2024-07-12,197.58,shipped
O01456,C0476,P016,1,2024-05-02,10.06,delivered
O01457,C0009,P027,1,2024-01-08,94.62,delivered
O01458,C0099,P005,1,2024-02-19,405.8,shipped
O01459,C0426,P011,2,2024-01-23,924.56,delivered
O01460,C0056,P021,1,2024-11-16,56.62,delivered
O01461,C0107,P035,1,2024-08-07,34.4,delivered
O01462,C0110,P007,1,2024-03-29,484.38,delivered
O01463,C0335,P021,1,2024-04-18,56.62,delivered
O01464,C0034,P018,2,2024-07-07,77.1,delivered
O01465,C0454,P014,1,2025-01-27,10.68,delivered
O01466,C0053,P035,2,2025-03-11,68.8,delivered
O01467,C0129,P007,2,2024-11-19,968.76,delivered
O01468,C0348,P009,1,2024-11-21,132.79,shipped
O01469,C0353,P021,5,2024-12-07,283.1,delivered
O01470,C0172,P002,2,2024-10-26,551.8,delivered
O01471,C0262,P015,1,2024-12-26,43.03,cancelled
O01472,C0120,P002,2,2024-03-04,551.8,delivered
O01473,C0378,P028,2,2024-11-13,131.06,delivered
O01474,C0071,P024,1,2024-04-13,113.81,delivered
O01475,C0105,P003,1,2025-01-06,426.93,delivered
O01476,C0485,P029,2,2024-06-17,92.82,delivered
O01477,C0163,P003,1,2024-07-31,426.93,delivered
O01478,C0148,P002,1,2025-01-10,275.9,delivered
O01479,C0125,P014,1,2024-12-06,10.68,cancelled
O01480,C0411,P015,2,2024-07-14,86.06,delivered
O01481,C0094,P029,2,2024-02-03,92.82,shipped
O01482,C0036,P013,1,2024-03-13,45.68,pending
O01483,C0065,P006,1,2024-10-08,42.95,shipped
O01484,C0478,P014,1,2024-02-10,10.68,delivered
O01485,C0240,P020,1,2024-04-11,18.86,delivered
O01486,C0091,P039,1,2024-05-26,21.0,delivered
O01487,C0496,P013,1,2025-02-04,45.68,delivered
O01488,C0487,P024,1,2024-03-26,113.81,delivered
O01489,C0217,P033,2,2024-08-09,86.92,shipped
O01490,C0420,P031,1,2024-07-14,45.02,delivered
O01491,C0043,P020,2,2024-03-19,37.72,delivered
O01492,C0090,P017,1,2024-06-05,17.78,delivered
O01493,C0193,P036,2,2024-02-06,54.74,delivered
O01494,C0367,P031,1,2024-04-07,45.02,delivered
